Text,Class
"Nigeria to boost cocoa production  The government of Nigeria is hoping to triple cocoa production over the next three years with the launch of an ambitious development programme.  Agriculture Minister Adamu Bello said the scheme aimed to boost production from an expected 180,000 tonnes this year to 600,000 tonnes by 2008. The government will pump 154m naira ($1.1m; £591,000) into subsidies for farming chemicals and seedlings. Nigeria is currently the world's fourth-largest cocoa producer.  Cocoa was the main export product in Nigeria during the 1960s. But with the coming of oil, the government began to pay less attention to the cocoa sector and production began to fall from a peak of about 400,000 tonnes a year in 1970. At the launch of the programme in the south-western city of Ibadan, Mr Bello explained that an additional aim of the project is to encourage the processing of cocoa in the country and lift local consumption. He also announced that 91m naira of the funding available had been earmarked for establishing cocoa plant nurseries. The country could be looking to emulate rival Ghana, which produced a bumper crop last year. However, some farmers are sceptical about the proposals. ""People who are not farming will hijack the subsidy,"" said Joshua Osagie, a cocoa farmer from Edo state told Reuters. ""The farmers in the village never see any assistance,"" he added.  At the same time as Nigeria announced its new initiative, Ghana - the world's second largest cocoa exporter - announced revenues from the industry had broken new records. The country saw more than $1.2bn-worth of the beans exported during 2003-04. Analysts said high tech-production techniques and crop spraying introduced by the government led to the huge crop, pushing production closer to levels seen in the 1960s when the country was the world's leading cocoa grower. ",business
"Off-colour Gardener storms to win  Britain's Jason Gardener shook off an upset stomach to win the 60m at Sunday's Leipzig International meeting.  Gardener clocked 6.56 seconds to equal the meeting record and finished well ahead of Germany's Marc Blume, who crossed the line in 6.67 secs. The world indoor champion said: ""I got to the airport and my stomach was upset and I was vomiting. I almost went home. ""I felt a little better Sunday morning but decided I'd only run in the main race. Then everything went perfectly."" Gardener, part of the Great Britain 4x100m quartet that won gold at the Athens Olympics, will now turn his attention to next weekend's Norwich Union European Indoor trials in Sheffield.  ""Given I am still off-colour I know there is plenty more in the tank and I expect to get faster in the next few weeks,"" he said. ""It's just a case of chipping away as I have done in previous years and the results will come."" Scotland's Ian Mackie was also in action in Leipzig. He stepped down from his favoured 400m to 200m to finish third in 21.72 secs. Germany's Alexander Kosenkow won the race in 21.07 secs with Dutchman Patrick van Balkom second in 21.58 secs. There were plenty of other senior British athletes showing their indoor form over the weekend. Promising 60m hurdler  clocked a new UK record of 7.98 seconds at a meeting in Norway. The 24-year-old reached the mark in her heat but had to settle for joint first place with former AAA champion Diane Allahgreen in the final.  , who broke onto the international scene at the Olympic Games last season, set an indoor personal best of 16.50m in the triple jump at a meeting in Ghent. That leap - 37cm short of Brazilian winner Jadel Gregorio's effort - was good enough to qualify for the European Indoor Championships. At the same meeting,  finished third in 7.27 seconds in a high-class women's 60m. The event was won by European medal favourite Christine Arron of France while Belgium rival Kim Gevaert was second. Britain's Joice Maduaka finished fifth in 7.35. Olympic bronze heptathlon medallist  made a low-key return to action at an indoor meeting in Birmingham. The 28-year-old cleared 1.76m to win the high jump and threw 13.86m in the women's shot put. ",sport
"Real will finish abandoned match  Real Madrid and Real Socieded will play the final six minutes of their match, which was abandoned on Sunday because of a bomb scare.  The Bernabeu was evacuated with the score at 1-1 and two minutes of normal time remaining in the game. The teams will now play the final two minutes, plus four minutes of injury time, on 5 January. Brazilian Ronaldo and England captain David Beckham had to wait in the street in their kit after the abandonment. Real Sociedad president Jose Luis Astiazaran said: ""We thought the best thing was to play the time remaining.""  Hundreds of fans streamed across the pitch on their way to the exits after the game was called off. Tourists and fans took advantage of the opportunity for a photograph between the famous stadium's goalposts. The two clubs met the Spanish FA on Monday and Astiazaran added: ""We thought about giving the game as concluded but after talking with the FA we decided there was no precedent for that and the best thing was to play the time that was remaining."" Real Madrid director of sport Emilio Butragueno praised the spectators inside the ground for their conduct. ""I'd like to highlight the behaviour of the fans, who showed great maturity and it was an example of good citizenship,"" he said. Butragueno confirned, before confirming that Tuesday's charity match - which has been billed as ""Ronaldo's friends against Zidane's friends"" - will go ahead as planned. ""I'd also like to take the chance to say that tomorrow's game will take place,"" Butragueno declared of the ""Partido contra la Pobreza"" (Game Against Poverty). He added: ""Football is important for society and we want to show that. ""We also think that football should be a fiesta, we had programmed and people deserve to enjoy the game."" ",sport
"Holmes wins '2004 top TV moment'  Sprinter Kelly Holmes' Olympic victory has been named the top television moment of 2004 in a BBC poll.  Holmes' 800m gold medal victory beat favourite moments from drama, comedy and factual programmes, as voted by television viewers. Natasha Kaplinsky's Strictly Come Dancing win was top entertainment moment and a Little Britain breast feeding sketch won the comedy prize. The 2004 TV Moments will be shown on BBC One at 2000 GMT on Wednesday. Double gold medal winner Holmes topped the best sports moment category, beating Maria Sharapova's Wimbledon triumph and Matthew Pinsent's rowing victory at the Olympics.  She then went on to take the overall prize of Golden TV Moment. The sight of former royal correspondent Jennie Bond with dozens of rats crawling over her in ITV's I'm a Celebrity Get Me Out of Here was named best factual entertainment moment. Michael Buerk's return to Ethiopia, 20 years after originally reporting its famine, topped the factual category for BBC programme This World. Long-running soap EastEnders won the best popular drama moment title when character Dot confided in Den Watts that she was unwell. ",entertainment
"Eminem beats Elvis to number one  Rapper Eminem has denied Elvis his fourth number one of the year, after his song, Like Toy Soldiers, stormed to the top of the singles charts.  The track claimed the top spot ahead of The King's latest re-release, Are You Lonesome Tonight. It is the fifth in a series of 18 reissues to mark the 70th anniversary of Presley's birth. Almost Here, the duet from former Westlife star Brian McFadden and Delta Goodrem, went in at number three.  Like Toy Soldiers, from Eminem's Encore album, is sampled from Martika's 1980s hit Toy Soldiers. It takes a swipe at hip-hop feuds and follows the success of Just Lose It. Last week's number one, Elvis's It's Now or Never, slipped 13 places to number 14, but all five of his re-released songs are in the Top 40. One World Project Tsunami fundraiser, Grief Never Grows Old, slipped four places to number eight. Featuring Cliff Richard and Boy George, the song was written by former DJ Mike Read. In the album charts, Athlete's latest offering Tourist claimed the top spot, toppling the Chemical Brother's Push The Button Down, which fell to number six. ",entertainment
"UK young top Euro earnings league  British children enjoy the highest average annual income in Europe - more than double that of Spanish or Italian youngsters, a report suggests.  Children in the UK between the ages of 10 and 17 had an annual income of £775, said market analyst Datamonitor. They use ""pester power"" to get their parents to stump up nearly a third of this income, the report said. As for how they spend their cash, the bulk goes on personal care, soft drinks and food, Datamonitor said.  Datamonitor adds that British teenagers are keen on personal care because it helps them combine two seemingly contradictory emotional needs - the desire to fit in and the desire to express their individuality.  British teenage girls, compared to their counterparts in seven European countries, are the most keen to use make-up products. Nearly three out of four girls said they used make-up. According to the Datamonitor report the trend marked British teenagers out as ""particularly important to cosmetics manufacturers as they are likely to experiment more with brands and products and form long-term beauty routines"". And the good times are likely to keep rolling for British children, as the report predicts that they will still be topping the earnings table in 2008. ",business
"India and Russia in energy talks  India and Russia are to work together in a series of energy deals, part of a pact which could see India invest up to $20bn in oil and gas projects.  On the agenda are oil and gas extraction as well as transportation deals, to be led by Russian energy giant Gazprom and India's ONGC. The Indian firm is also expected to hold talks on Tuesday about buying a stake in assets once owned by Yukos. It is reported to be keen on buying a 15% stake in oil unit Yuganskneftegas. The former Yukos subsidiary was controversially sold off last year and eventually acquired by state-owned energy giant Rosneft.  Russian media reported that India and Russia signed a memorandum of understanding on energy co-operation on Tuesday during a meeting between Oil and Natural Gas Corporation chairman Subir Raha, Gazprom chairman Aleksey Miller and India's petroleum minister Mani Shankar Aiyar.  The agreement is likely to see the two companies develop refining facilities in Russia, India and elsewhere and organise delivery of oil, gas and petrochemicals from Russia to India and other countries across Asia. ONGC could invest in gas and oil fields in Sakhalin, in the far east of Russia, and may also take part in joint tender bids for projects in eastern Siberia and the Caspian Sea.  India is urgently searching for fresh energy supplies - particularly liquefied natural gas - as domestic demand is growing at more than 5% a year.  ONGC's Mr Raha said the two could work together on joint bids from next year. ""At current oil and gas prices, our cash flow situation is good,"" he told Reuters. ""What we are saying is - Gazprom has a huge amount of gas and we have the money. ""The investment may go up to $20bn or more for a period of five years or so.""  Russian news agencies reported that India's petroleum minister Mr Aiyar and Russian energy minister Viktor Khristenko would discuss the future of Yugansk at a meeting on Tuesday. ONGC's Mr Raha declined to be drawn on his firm's reported interest in the company. However, he stressed that ONGC was not interested in a 'loan-for-oil deal' in connection to Yugansk, similar to that concluded recently between Rosneft and China's National Petroleum Corporation. ""China's problem is it has immediate demand and they needed the oil for their coastal refineries. We do not. We would like long-term security through equity participation."" It is thought that any decision over Yugansk will be delayed until a US court has decided whether to grant Yukos bankruptcy protection. Yukos is suing a host of companies involved in the sale of Yugansk, auctioned off to pay a huge back-tax bill. It has also threatened legal action against any business which has future commercial dealings with its former subsidiary. ",business
"Text messages aid disaster recovery  Text messaging technology was a valuable communication tool in the aftermath of the tsunami disaster in Asia.  The messages can get through even when the cell phone signal is too weak to sustain a spoken conversation. Now some are studying how the technology behind SMS could be better used during an emergency. Sanjaya Senanayake works for Sri Lankan television. The blogging world, though, might know him better by his online name, Morquendi. He was one of the first on the scene after the tsunami destroyed much of the Sri Lankan coast. Cell phone signals were weak. Land lines were unreliable. So Mr Senanayake started sending out text messages. The messages were not just the latest news they were also an on-the-ground assessment of ""who needs what and where"". Blogging friends in India took Mr Senanayake's text messages and posted them on a weblog called Dogs without Borders. Thousands around the world followed the story that unfolded in the text messages that he sent.  And that's when Mr Senanayake started to wonder if SMS might be put to more practical use. ""SMS networks can handle so much more traffic than the standard mobile phone call or the land line call,"" he says.  ""In every rural community, there's at least one person who has access to a mobile phone, or has a mobile phone, and can receive messages."" Half a world away, in the Caribbean nation of Trinidad and Tobago, Taran Rampersad read Morquendi's messages. Mr Rampersad, who used to work in the military, knew how important on the ground communication can be in times of disaster. He wondered if there might be a way to automatically centralise text messages, and then redistribute them to agencies and people who might be able to help. Mr Rampersad said: ""Imagine if an aid worker in the field spotted a need for water purification tablets, and had a central place to send a text message to that effect. ""He can message the server, so the server can send out an e-mail message and human or machine moderators can e-mail aid agencies and get it out in the field."" He added: ""Or, send it at the same time to other people who are using SMS in the region, and they might have an excess of it, and be able to shift supplies to the right places.""  Mr Rampersad and others had actually been thinking about such a system since Hurricane Ivan ravaged the Caribbean and the southern United States last September. Last week, he sent out e-mail messages asking for help in creating such a system for Asia.  In only 72 hours, he found Dan Lane, a text message guru living in Britain. The pair, along with a group of dedicated techies, are creating what they call the Alert Retrieval Cache. The idea is to use open-source software - software can be used by anyone without commercial restraint - and a far-flung network of talent to create a system that links those in need with those who can help. ""This is a classic smart mobs situation where you have people self-organizing into a larger enterprise to do things that benefit other people,"" says Paul Saffo, a director at the California-based Institute for the Future. ""You may be halfway around the world from someone, but in cyberspace you're just one click or one e-mail away,"" he said, ""That's put a whole new dimension on disaster relief and recovery, where often people halfway around the world can be more effective in making something happen precisely because they're not right on top of the tragedy."" It is still very early days for the project, though. In an e-mail, Dan Lane calls it ""an early proof of concept."" Right now, the Alert Retrieval Cache can only take a text message and automatically upload it to a web-page, or distribute it to an e-mail list. In the near future, the group says it hopes to take in messages from people in affected areas, and use human moderators to take actions based on the content of those messages. But there's still another challenge. You have to get people to know that the system is there for them to use. ""It's amazing how difficult it is to find someone to pass it along to, and say, look this is what we're trying to do and everything like that,"" says Mr Rampersad. ""So the big problem right now is the same problem we're trying to solve - human communication."" He is optimistic, however. He thinks that the Alert Retrieval Cache is an idea whose time has come and he hopes governments, too, will sit up and take notice. And he stands by his motto, courtesy of Michelangelo: criticise by creating.  Clark Boyd is technology correspondent for The World, a BBC World Service and WGBH-Boston co-production. ",tech
"MCI shareholder sues to stop bid  A shareholder in US phone firm MCI has taken legal action to halt a $6.75bn (£3.6bn) buyout by telecoms giant Verizon, hoping to get a better deal.  The lawsuit was filed on Friday after Qwest Communications, which had an earlier offer for MCI rejected, said it would submit an improved bid. MCI's directors have backed Verizon, despite it tabling less money. They are accused of breaching their fiduciary duties by depriving MCI shareholders ""of maximum value"".  According the legal papers filed in a Delaware court, Verizon is set to pay an """"unconscionable, unfair and grossly inadequate"" sum for MCI, which was formerly known as Worldcom. Qwest said on Wednesday that MCI had rejected a deal worth $8bn. A number of large MCI shareholders expressed unhappiness at the decision, saying that Verizon's offer, made up of cash, shares and dividends, undervalued the company. Friday's lawsuit argues that the Verizon offer makes no provision for future growth prospects and that consolidation in the US phone industry will put a premium on MCI's network, assets and clients. MCI's directors have argued that Verizon is bigger than Qwest, has fewer debts and has built a successful mobile division. Chief executive Michael Capellas spent last week meeting with shareholders in an effort to win their backing.  In 2002, investors in the then-named Worldcom lost millions when the company filed for bankruptcy following an accounting scandal. However, the firm - now renamed MCI - has put its operations in order and emerged from bankruptcy protection last April. It is a long-distance and corporate phone firm, and would provide the buyer with access to a global telecommunications network and a large number of business-based subscribers. MCI shares jumped on Friday, hitting their highest level since April 2004 amid speculation that it would be the focus of a bidding war. A takeover of MCI would be the fifth billion-dollar telecoms deal since October as companies look to cut costs and boost client bases. Earlier this month, SBC Communications agreed to buy its former parent and phone pioneer AT&T for about $16bn. ",business
"Europe backs digital TV lifestyle  How people receive their digital entertainment in the future could change, following the launch of an ambitious European project.  In Nice last week, the European Commission announced its Networked & Electronic Media (NEM) initiative. Its broad scope stretches from the way media is created, through each of the stages of its distribution, to its playback. The Commission wants people to be able to locate the content they desire and have it delivered seamlessly, when on the move, at home or at work, no matter who supplies the devices, network, content, or content protection scheme. More than 120 experts were in Nice to share the vision of interconnected future and hear pledges of support from companies such as Nokia, Intel, Philips, Alcatel, France Telecom, Thomson and Telefonica. It might initially appear to be surprising that companies in direct competition are keen to work together. But again and again, speakers stated they could not see incompatible, stand-alone solutions working. A long-term strategy for the evolution and convergence of technologies and services would be required.  The European Commission is being pragmatic in its approach. They have identified that many groups have defined the forms of digital media in the areas that NEM encompasses. The NEM approach is to take a serious look at what is available and what is in the pipeline, pick out the best, bring them together and identify where the gaps are. Where it finds holes, it will develop standards to fill them. What is significant is that such a large and powerful organisation has stated its desire for digital formats to be open to all and work on any gadget. This is bound to please, if not surprise, many individuals and user organisations who feel that the wishes of the holder of rights to content are normally considered over and above those of the consumer. Many feel that the most difficult and challenging area for the Commission will be to identify a solution for different Digital Rights Management (DRM) schemes. Currently DRM solutions are incompatible, locking certain types of purchased content, making them unplayable on all platforms. With the potential of having a percentage of every media transaction that takes place globally, the prize for being the supplier of the world's dominant DRM scheme is huge. Although entertainment is an obvious first step, it will encompass the remote provisions of healthcare, energy efficiency and control of the smart home. The 10-year plan brings together the work of many currently running research projects that the EC has been funding for a number of years.  Simon Perry is the editor of the Digital Lifestyles website, which covers the impact of technology on media ",tech
"Apple iPod family expands market  Apple has expanded its iPod family with the release of its next generation of the digital music players.  Its latest challenges to the growing digital music gadget market include an iPod mini model which can hold 6GB compared to a previous 4GB. The company, which hopes to keep its dominant place in the digital music market, also said the gold coloured version of the mini would be dropped. A 30GB version has also been added to the iPod Photo family. The latest models have a longer battery life and their prices have been cut by an average of £40. The original iPod took an early lead in the digital music player market thanks to its large storage capacity and simple design.  During 2004 about 25 million portable players were sold, 10 million of which were Apple iPods. But analysts agree that the success is also down to its integration with the iTunes online store, which has given the company a 70% share of the legal download music market. Mike McGuire, a research director at analyst Gartner, told the BBC News website that Apple had done a good job in ""sealing off the market from competition"" so far. ""They have created a very seamless package which I think is the idea of the product - the design, function and the software are very impressive,"" he said. He added that the threat from others was always present, however. ""Creative, other Microsoft-partnered devices, Real, Sony and so on, are ratcheting up the marketing message and advertising,"" he said. Creative was very upbeat about how many of its Creative Zen players it had shipped by the end of last year, he said. Its second-generation models, like the Creative Zen Micro Photo, is due out in the summer. It will have 5GB of memory on board.  Digital music players are now the gadget of choice among young Americans, according to recent research by the Pew Internet and American Life Project. One in 10 US adults - 22 million people - now owns a digital music player of some sort. Sales of legally downloaded songs also rose more than tenfold in 2004, according to the record industry, with 200 million tracks bought online in the US and Europe in 12 months. The IFPI industry body said that the popularity of portable music players was behind the growth. Analysts say that the ease of use and growth of music services available on the net will continue to drive the trend towards portable music players.  People are also starting to use them in novel ways. Some are combining automatic syncing functions many of them have with other net functions to automatically distribute DIY radio shows, called podcasts. But 2005 will also see more competition from mobile phone operators who are keen to offer streaming services on much more powerful and sophisticated handsets. According to Mr McGuire, research suggests that people like the idea of building up huge libraries of music, which they can do with high-capacity storage devices, like iPods and Creative Zens. Mobiles do not yet have this capacity though, and there are issues about the ease of portability of mobile music. Mr McGuire said Apple was ensuring it kept a foot in the mobile music door with its recent deal with Motorola to produce a version of iTunes for Motorola phones. ",tech
"Virgin Radio offers 3G broadcast  UK broadcaster Virgin Radio says it will become the first station in the world to offer radio via 3G mobiles.  The radio station, in partnership with technology firm Sydus, will broadcast on selected 2G and high-speed 3G networks. Later this year listeners will be able to download software from the Virgin website which enables the service. James Cridland, head of new media at Virgin Radio, said: ""It places radio at the heart of the 3G revolution."" Virgin Radio will be the first station made available followed by two digital stations, Virgin Radio Classic Rock and Virgin Radio Groove.  Mr Cridland said: ""This application will enable anyone, anywhere to listen to Virgin Radio simply with the phone in their pocket. ""This allows us to tap into a huge new audience and keep radio relevant for a new generation of listeners."" Saumil Nanavati, president of Sydus, said, ""This radio player is what the 3G network was built for, giving consumers high-quality and high-data products through a handset in their pocket."" Virgin says an hour's listening to the station via mobile would involve about 7.2MB of data, which could prove expensive for people using pay as you download GPRS or 3G services. Some networks, such as Orange, charge up to £1 for every one megabyte of data downloaded. Virgin says radio via 2G or 3G mobiles is therefore going to appeal to people with unlimited download deals. There are 30 compatible handsets available from major manufacturers including Nokia and Samsung while Virgin said more than 14.9 million consumers across the globe can use the service currently. ",tech
"Rapper Snoop Dogg sued for 'rape'  US rapper Snoop Dogg has been sued for $25m (£13m) by a make-up artist who claimed he and his entourage drugged and raped her two years ago.  The woman said she was assaulted after a recording of the Jimmy Kimmel Live TV show on the ABC network in 2003. The rapper's spokesman said the allegations were ""untrue"" and the woman was ""misusing the legal system as a means of extracting financial gain"". ABC said the claims had ""no merit"". The star has not been charged by police.  The lawsuit, filed in Los Angeles on Friday, says the woman's champagne was spiked and she was then assaulted. The rapper's spokesperson said: ""Snoop will have the opportunity to prove in a court of law that [the alleged victim] is opportunistic and deceitful. ""We are confident that in this case, [the alleged victim's] claims against Snoop Dogg will be rejected."" The lawsuit names Snoop Dogg - real name Calvin Broadus - plus three associates, The Walt Disney Company and its parent company ABC Inc.  The woman waited two years to sue because she was trying to negotiate a settlement with the media companies, her lawyer, Perry Wander, said. Disney and ABC ""failed to provide a safe working environment for my client,"" he said. The legal action comes after the rap star sued a woman who claimed they tried to blackmail him to keep quiet about an alleged assault. The 32-year-old rapper has enjoyed six US top 10 albums since bursting onto the music scene with hit songs like What's My Name? and Gin and Juice in 1993. ",entertainment
"Verdict delay for Greek sprinters  Greek athletics' governing body has postponed by two weeks the judgement on sprinters Costas Kenteris and Katerina Thanou for missing doping tests.  The pair are facing lengthy bans for the missed tests, including one on the eve of last year's Athens Olympics. They were set to learn their fate by the end of February, but late evidence from them has pushed the date back. ""A decision is now expected by around mid-March,"" said one of their lawyers, Michalis Dimitrakopoulos. Kenteris, 31, who won the men's 200m title at the 2000 Sydney Games and Thanou, 30, who won the women's 100m silver medal in Sydney, face a maximum two-year ban if found guilty. The athletes, who spectacularly withdrew from the Athens Olympics, have been suspended by the International Association of Athletics Federations (IAAF) for missing the three tests. The IAAF said the sprinters had failed to provide samples for tests in Tel Aviv, Chicago and Athens and ordered Greek athletic's governing body, Segas, to hold a disciplinary inquiry. The athletes also face a criminal hearing in Greece over the missed drugs tests and have been charged with faking a motorcycle accident on the day of the Athens test, which led to them spending four days in hospital. Following the final hearing in late January, the athletes sounded confident they would be acquitted. ""I am confident and optimistic,"" Thanou had said at the time. ""We presented new evidence to the committee that they were not aware of."" It was not clear what this new evidence was. ",sport
"German bidder in talks with LSE  Deutsche Boerse bosses have held ""constructive, professional and friendly"" talks with the London Stock Exchange (LSE), its chief has said.  Werner Seifert met LSE chief executive Clara Furse amid rumours the German group may raise its bid to £1.5bn ($2.9bn) from its initial £1.3bn offer. However, rival suitor Euronext also upped the ante in the bid battle. Ahead of talks with the LSE on Friday, the pan-European bourse said it may be prepared to make its offer in cash. The Paris-based exchange, owner of Liffe in London, is reported to be ready to raise £1.4bn to fund a bid.  The news came as Deutsche Boerse held its third meeting with the LSE since its bid approach in December which was turned down by the London exchange for undervaluing the business. However, the LSE did agree to leave the door open for talks to find out whether a ""significantly-improved proposal"" would be in the interests of LSE's shareholders and customers. In the meantime, Euronext, which combines the Paris, Amsterdam and Lisbon stock exchanges, also began talks with the LSE. In a statement on Thursday, Euronext said any offer was likely to be solely in cash, but added that: ""There can be no assurances at this stage that any offer will be made."" A deal with either bidder would create the biggest stock market operator in Europe and the second biggest in the world after the New York Stock Exchange. However, neither side has made a formal offer for the LSE, with sources claiming such a step may still be weeks away.  Deutsche Boerse could also face mounting opposition to a bid at home. Among sweeteners reported to have been discussed by Mr Seifert with Ms Furse were plans to move the management of its cash and Eurex derivatives market to London, as well as two members of its executive board. But, Hans Reckers, a board member of Germany's central bank, the Bundesbank, said that cash trading should also remain in Frankfurt, something Deutsche Boerse could move to the UK. ""It is not just the headquarters of the Boerse but also important market segments that must stay permanently in Frankfurt. This has special importance for the business activities of the banks and the consultants,"" he said. Local government officials in Frankfurt's state of Hessen have also spoken out against the move. ""It is our wish that the headquarters stay here to maintain Frankfurt's standing as the number one financial centre in continental Europe,"" Alois Rhiel, its minister for economic affairs added. ",business
"Who do you think you are?  The real danger is not what happens to your data as it crosses the net, argues analyst Bill Thompson. It is what happens when it arrives at the other end.  The Financial Services Authority has warned banks and other financial institutions that members of criminal gangs may be applying for jobs which give them access to confidential customer data. The fear is not that they will steal money from our bank accounts but that they will instead steal something far more valuable in our digital society - our identities. Armed with the personal details that a bank holds, plus a fake letter or two, it is apparently easy to get a loan, open a bank account with an overdraft or get a credit card in someone else's name. And it is then a simple matter to move the money into another account and leave the unwitting victim to sort out the mess when statements and demands for payment start arriving. Identity theft is an increasingly significant economic crime, and we are all becoming more aware of the dangers of leaving bills, receipts and bank statements unshredded in our rubbish.  But, however careful you may be, if the organisations you trust with your personal data, bank accounts and credit cards are not able to look after their databases properly then you are in trouble. It is surprising that it has taken the gangs so long to realise that a well-placed insider is by far the simplest way to break the security of a computer system. In fact, I suspect that the FSA is probably very late to this particular party and that this sort of thing has been going on for rather a long time. Has anyone checked Bob Cratchit's family links to the criminal underworld, I wonder? And it is hardly likely to be only banks that are being targeted. Health authorities, government agencies and of course the big e-commerce sites like Amazon must also offer rich pickings for the fraudsters. The good news is that better auditing is likely to catch out those who access account details that they are not supposed to. And as we all become aware of the danger of identity theft and look more carefully for unexpected transactions on our statements, banks should have good enough records and logs to trace the people who might have accessed the account details. Fortunately there are now ways to keep bank systems more secure from the sort of data theft that involves taking a portable hard drive or flash memory card into the office, plugging it into a USB slot and sucking down customer files.  Companies like SecureWave, for example, can restrict the use of USB ports just to authorised devices or even to an individual's personal memory card. These solutions are not perfect, but it does not feel like a wave of fraud is about to wash away the entire financial system. However the warning does highlight one of the major issues with e-commerce and online trading - the security or otherwise of the servers and other systems that make up the 'back office'. It has been clear for years that the real danger in paying for goods online with a credit card is not that the number will be intercepted in transit but that the shop you are dealing with will be hacked.  In fact I do not know of a single case where an e-mail containing payment details has led to card fraud.  There are simply too many e-mails passing over the net for interception to be a sensible tool for anyone out to commit fraud. CD Universe, Powergen and many other companies have left their databases open and suffered the consequences. And just last week the online bank Cahoot admitted that its customer account details could be read by anyone who could guess a login name. Whether it is external hackers breaking in because of poor system security or internal staff abusing the access they get as part of their job, the issue is the same: how do we make sure that our personal data is not abused? Any organisation that processes personal data is, of course, bound by the Data Protection Act and must take proper care of it. Unauthorised disclosure is not allowed, but the penalties are small and the process of prosecuting under the Act so convoluted as to be worthless in practice. This is not something we can just leave it to the market. The consequences of having one's identity stolen are too serious, and markets respond too slowly. After all, I bank with Cahoot but it would be so much hassle to move my accounts that I did not even consider it when I heard about their security problems. I doubt many others have closed their accounts, especially when there is little guarantee that other banks are not going to make the same sort of mistake in future. The two options would seem to be more stringent data protection law, so that companies really feel the pressure to improve their internal processes, or a wave of civil lawsuits against financial institutions with sloppy practices whose customers suffer from identity theft. I have never felt comfortable with the US practice of suing everything that moves, partly because it seems to make lawyers richer than their clients, so I know which I'd prefer.  Bill Thompson is a regular commentator on the BBC World Service programme Go Digital. ",tech
"Viewers to be able to shape TV  Imagine editing Titanic down to watch just your favourite bits or cutting out the slushier moments of Star Wars to leave you with a bare bones action-fest.  Manipulating your favourite films to make a more personalised movie is just the beginning of an ambitious new 7.5m euro (£5.1m) project funded by the European Union. New Media for a New Millennium (NM2) will have as its endgame the development of a completely new media genre, which will allow audiences to create their own media worlds based on their specific interests or tastes. Viewers will be able to participate in storylines, manipulate plots and even the sets and props of TV shows. BT is one of 13 partners involved in the project. It will be contributing software that was originally designed to spot anomalies in CCTV pictures. The software uses content recognition algorithms. The three-year project will work on seven productions as it develops a set of software tools that will allow viewers to edit content to their needs.  One of the productions will be a experimental television show where the plot will be driven by text messages from the TV audience.  Participants will text selected words which will impact how the characters in the drama interact. It is being developed in Finland and will be shown to Finnish TV audiences. Another team will work on the BBC's big budget drama of Mervyn Peake's gothic fantasy Gormenghast. It will be re-engineered to allow people to choose a variety of edited versions. ""The BBC is allowing us access to the material so that we can prove the technology and the principles,"" explained Dr Doug Williams of BT, who will be NM2's technical project manager. ""The TV at the moment is a relatively dumb box which receives signals. This project is about teaching the machine to look at content like Lego blocks that can be reassembled to make perfect sense,"" he said. ""At the moment we have interactive gaming and a limited form of interactive TV which usually means allowing audiences to vote on shows. We are hoping to occupy the space in-between,"" he added.  NM2's co-ordinator Peter Stollenmayer explained that the new genre would radically alter the role of the audience.  ""Viewers will be able to interact directly with the medium and influence what they see and hear according to their personal tastes and wishes,"" he said. ""Media users will no longer be passive viewers but become active engagers."" It will also be important that the tools are sophisticated enough to obey the complex rules of cinematography and editing said John Wyver, from TV producer Illuminations Television Limited, which is also involved in the project. ""It's not just a matter of stringing together the romantic or action portions of a production,"" said Mr Wyver. ""The tool has to know which bits fit together both visually, by observing the time-honoured rules that go in editing, and in terms of the story."" ""Only then will the personalised version both make sense and be aesthetically pleasing,"" he added. Mr Wyver is planning a production entitled The Golden Age, about Renaissance art. It will allow viewers to create a so-called media world based on their own specific areas of interest such as poetry, music and architecture. Other productions that the NM2 team will make range from news, documentaries to a romantic comedy drama. ",tech
